month,relative.value,variable,site,ref,year.start,year.end,trophic.grp,notes,data.entered.by,,
9,0.033153153,Zost_Flowering_biomass,BodegaHarbor_bed_GA,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,0.184,g
12,0,Zost_Flowering_biomass,BodegaHarbor_bed_GA,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,0,g
3,0,Zost_Flowering_Shoots,BodegaHarbor_bed_GA,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,0,count
5,0.009708738,Zost_Flowering_Shoots,BodegaHarbor_bed_GA,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,0.2,count
7,0.223300971,Zost_Flowering_Shoots,BodegaHarbor_bed_GA,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,4.6,count
9,0.077669903,Zost_Flowering_Shoots,BodegaHarbor_bed_GA,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,1.6,count
12,0,Zost_Flowering_Shoots,BodegaHarbor_bed_GA,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,0,count
3,0.221476132,Zost_Total_biomass,BodegaHarbor_bed_GA,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,11.1226,g
5,0.285024127,Zost_Total_biomass,BodegaHarbor_bed_GA,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,14.314,g
7,1,Zost_Total_biomass,BodegaHarbor_bed_GA,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,50.22031,g
9,0.470365476,Zost_Total_biomass,BodegaHarbor_bed_GA,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,23.6219,g
12,0.120254136,Zost_Total_biomass,BodegaHarbor_bed_GA,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,6.0392,g
3,0.406015038,Zost_Total_Shoots,BodegaHarbor_bed_GA,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,10.8,count
5,0.406015038,Zost_Total_Shoots,BodegaHarbor_bed_GA,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,10.8,count
7,0.672932331,Zost_Total_Shoots,BodegaHarbor_bed_GA,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,17.9,count
9,0.342105263,Zost_Total_Shoots,BodegaHarbor_bed_GA,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,9.1,count
12,0.263157895,Zost_Total_Shoots,BodegaHarbor_bed_GA,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,7,count
3,0.395709407,Zost_Veg_biomass,BodegaHarbor_bed_GA,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,11.1226,g
5,0.500142308,Zost_Veg_biomass,BodegaHarbor_bed_GA,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,14.058,g
7,0.632204355,Zost_Veg_biomass,BodegaHarbor_bed_GA,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,17.77,g
9,0.813362744,Zost_Veg_biomass,BodegaHarbor_bed_GA,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,22.862,g
12,0.21485698,Zost_Veg_biomass,BodegaHarbor_bed_GA,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,6.0392,g
3,0.406015038,Zost_Veg_Shoots,BodegaHarbor_bed_GA,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,10.8,count
5,0.398496241,Zost_Veg_Shoots,BodegaHarbor_bed_GA,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,10.6,count
7,0.5,Zost_Veg_Shoots,BodegaHarbor_bed_GA,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,13.3,count
9,0.281954887,Zost_Veg_Shoots,BodegaHarbor_bed_GA,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,7.5,count
12,0.263157895,Zost_Veg_Shoots,BodegaHarbor_bed_GA,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,7,count
3,0.016786353,Epiphyte_biomass,BodegaHarbor_bed_GB,Best and Stachowicz 2014,2009,2010,epiphytes,"dry weight, average of 5 samples",RB,0.104075242,mg/cm2
5,0.292282142,Epiphyte_biomass,BodegaHarbor_bed_GB,Best and Stachowicz 2014,2009,2010,epiphytes,"dry weight, average of 5 samples",RB,1.812146736,mg/cm2
7,0.058155598,Epiphyte_biomass,BodegaHarbor_bed_GB,Best and Stachowicz 2014,2009,2010,epiphytes,"dry weight, average of 5 samples",RB,0.360564201,mg/cm2
9,0.128574428,Epiphyte_biomass,BodegaHarbor_bed_GB,Best and Stachowicz 2014,2009,2010,epiphytes,"dry weight, average of 5 samples",RB,0.797160335,mg/cm2
12,0.055726541,Epiphyte_biomass,BodegaHarbor_bed_GB,Best and Stachowicz 2014,2009,2010,epiphytes,"dry weight, average of 5 samples",RB,0.345504069,mg/cm2
3,0.070044709,Amphipods,BodegaHarbor_bed_GB,Best and Stachowicz 2014,2009,2010,grazer,average of 5 samples,RB,9.4,count
5,0.107302534,Amphipods,BodegaHarbor_bed_GB,Best and Stachowicz 2014,2009,2010,grazer,average of 5 samples,RB,14.4,count
7,0.173621461,Amphipods,BodegaHarbor_bed_GB,Best and Stachowicz 2014,2009,2010,grazer,average of 5 samples,RB,23.3,count
9,0.895678092,Amphipods,BodegaHarbor_bed_GB,Best and Stachowicz 2014,2009,2010,grazer,average of 5 samples,RB,120.2,count
12,0.128166915,Amphipods,BodegaHarbor_bed_GB,Best and Stachowicz 2014,2009,2010,grazer,average of 5 samples,RB,17.2,count
3,0.641744548,Isopods,BodegaHarbor_bed_GB,Best and Stachowicz 2014,2009,2010,grazer,average of 5 samples,RB,20.6,count
5,0.249221184,Isopods,BodegaHarbor_bed_GB,Best and Stachowicz 2014,2009,2010,grazer,average of 5 samples,RB,8,count
7,0.417445483,Isopods,BodegaHarbor_bed_GB,Best and Stachowicz 2014,2009,2010,grazer,average of 5 samples,RB,13.4,count
9,1,Isopods,BodegaHarbor_bed_GB,Best and Stachowicz 2014,2009,2010,grazer,average of 5 samples,RB,32.1,count
12,0.92211838,Isopods,BodegaHarbor_bed_GB,Best and Stachowicz 2014,2009,2010,grazer,average of 5 samples,RB,29.6,count
3,0.513189448,Macrophyte_consumers,BodegaHarbor_bed_GB,Best and Stachowicz 2014,2009,2010,grazer,"average of 5 samples, Ampithoe lacertosa + Idotea resecata",RB,21.4,count
5,0.201438849,Macrophyte_consumers,BodegaHarbor_bed_GB,Best and Stachowicz 2014,2009,2010,grazer,"average of 5 samples, Ampithoe lacertosa + Idotea resecata",RB,8.4,count
7,0.323741007,Macrophyte_consumers,BodegaHarbor_bed_GB,Best and Stachowicz 2014,2009,2010,grazer,"average of 5 samples, Ampithoe lacertosa + Idotea resecata",RB,13.5,count
9,1,Macrophyte_consumers,BodegaHarbor_bed_GB,Best and Stachowicz 2014,2009,2010,grazer,"average of 5 samples, Ampithoe lacertosa + Idotea resecata",RB,41.7,count
12,0.916067146,Macrophyte_consumers,BodegaHarbor_bed_GB,Best and Stachowicz 2014,2009,2010,grazer,"average of 5 samples, Ampithoe lacertosa + Idotea resecata",RB,38.2,count
3,0.125,Phyllaplysia,BodegaHarbor_bed_GB,Best and Stachowicz 2014,2009,2010,grazer,average of 5 samples,RB,0.6,count
5,0.041666667,Phyllaplysia,BodegaHarbor_bed_GB,Best and Stachowicz 2014,2009,2010,grazer,average of 5 samples,RB,0.2,count
7,0.104166667,Phyllaplysia,BodegaHarbor_bed_GB,Best and Stachowicz 2014,2009,2010,grazer,average of 5 samples,RB,0.5,count
9,0.083333333,Phyllaplysia,BodegaHarbor_bed_GB,Best and Stachowicz 2014,2009,2010,grazer,average of 5 samples,RB,0.4,count
12,0,Phyllaplysia,BodegaHarbor_bed_GB,Best and Stachowicz 2014,2009,2010,grazer,average of 5 samples,RB,0,count
3,0.218181818,Shrimp,BodegaHarbor_bed_GB,Best and Stachowicz 2014,2009,2010,grazer,average of 5 samples,RB,9.6,count
5,0.154545455,Shrimp,BodegaHarbor_bed_GB,Best and Stachowicz 2014,2009,2010,grazer,average of 5 samples,RB,6.8,count
7,0.068181818,Shrimp,BodegaHarbor_bed_GB,Best and Stachowicz 2014,2009,2010,grazer,average of 5 samples,RB,3,count
9,0.361363636,Shrimp,BodegaHarbor_bed_GB,Best and Stachowicz 2014,2009,2010,grazer,average of 5 samples,RB,15.9,count
12,0.736363636,Shrimp,BodegaHarbor_bed_GB,Best and Stachowicz 2014,2009,2010,grazer,average of 5 samples,RB,32.4,count
3,0,Ulva_biomass,BodegaHarbor_bed_GB,Best and Stachowicz 2014,2009,2010,macroalgae,"dry weight, average of 5 samples",RB,0,g
5,0.165281668,Ulva_biomass,BodegaHarbor_bed_GB,Best and Stachowicz 2014,2009,2010,macroalgae,"dry weight, average of 5 samples",RB,0.864,g
7,0.155812405,Ulva_biomass,BodegaHarbor_bed_GB,Best and Stachowicz 2014,2009,2010,macroalgae,"dry weight, average of 5 samples",RB,0.8145,g
9,1,Ulva_biomass,BodegaHarbor_bed_GB,Best and Stachowicz 2014,2009,2010,macroalgae,"dry weight, average of 5 samples",RB,5.22744,g
12,0,Ulva_biomass,BodegaHarbor_bed_GB,Best and Stachowicz 2014,2009,2010,macroalgae,"dry weight, average of 5 samples",RB,0,g
3,0,Zost_Flowering_biomass,BodegaHarbor_bed_GB,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,0,g
5,0,Zost_Flowering_biomass,BodegaHarbor_bed_GB,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,0,g
7,0.139459459,Zost_Flowering_biomass,BodegaHarbor_bed_GB,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,0.774,g
9,0.007927928,Zost_Flowering_biomass,BodegaHarbor_bed_GB,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,0.044,g
12,0,Zost_Flowering_biomass,BodegaHarbor_bed_GB,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,0,g
3,0,Zost_Flowering_Shoots,BodegaHarbor_bed_GB,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,0,count
5,0,Zost_Flowering_Shoots,BodegaHarbor_bed_GB,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,0,count
7,0.106796117,Zost_Flowering_Shoots,BodegaHarbor_bed_GB,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,2.2,count
9,0.160194175,Zost_Flowering_Shoots,BodegaHarbor_bed_GB,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,3.3,count
12,0,Zost_Flowering_Shoots,BodegaHarbor_bed_GB,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,0,count
3,0.209556651,Zost_Total_biomass,BodegaHarbor_bed_GB,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,10.524,g
5,0.303024812,Zost_Total_biomass,BodegaHarbor_bed_GB,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,15.218,g
7,0.640535672,Zost_Total_biomass,BodegaHarbor_bed_GB,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,32.1679,g
9,0.424455763,Zost_Total_biomass,BodegaHarbor_bed_GB,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,21.3163,g
12,0.111938775,Zost_Total_biomass,BodegaHarbor_bed_GB,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,5.6216,g
3,0.796992481,Zost_Total_Shoots,BodegaHarbor_bed_GB,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,21.2,count
5,0.962406015,Zost_Total_Shoots,BodegaHarbor_bed_GB,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,25.6,count
7,0.57518797,Zost_Total_Shoots,BodegaHarbor_bed_GB,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,15.3,count
9,0.815789474,Zost_Total_Shoots,BodegaHarbor_bed_GB,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,21.7,count
12,0.436090226,Zost_Total_Shoots,BodegaHarbor_bed_GB,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,11.6,count
3,0.374412979,Zost_Veg_biomass,BodegaHarbor_bed_GB,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,10.524,g
5,0.541411698,Zost_Veg_biomass,BodegaHarbor_bed_GB,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,15.218,g
7,0.760424079,Zost_Veg_biomass,BodegaHarbor_bed_GB,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,21.374,g
9,0.741852853,Zost_Veg_biomass,BodegaHarbor_bed_GB,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,20.852,g
12,0.2,Zost_Veg_biomass,BodegaHarbor_bed_GB,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,5.6216,g
3,0.796992481,Zost_Veg_Shoots,BodegaHarbor_bed_GB,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,21.2,count
5,0.962406015,Zost_Veg_Shoots,BodegaHarbor_bed_GB,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,25.6,count
7,0.492481203,Zost_Veg_Shoots,BodegaHarbor_bed_GB,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,13.1,count
9,0.691729323,Zost_Veg_Shoots,BodegaHarbor_bed_GB,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,18.4,count
12,0.436090226,Zost_Veg_Shoots,BodegaHarbor_bed_GB,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,11.6,count
3,0.027898681,Epiphyte_biomass,BodegaHarbor_bed_GD,Best and Stachowicz 2014,2009,2010,epiphytes,"dry weight, average of 5 samples",RB,0.172971579,mg/cm2
5,0.630712653,Epiphyte_biomass,BodegaHarbor_bed_GD,Best and Stachowicz 2014,2009,2010,epiphytes,"dry weight, average of 5 samples",RB,3.910412963,mg/cm2
7,0.256032619,Epiphyte_biomass,BodegaHarbor_bed_GD,Best and Stachowicz 2014,2009,2010,epiphytes,"dry weight, average of 5 samples",RB,1.58740001,mg/cm2
9,0.065012531,Epiphyte_biomass,BodegaHarbor_bed_GD,Best and Stachowicz 2014,2009,2010,epiphytes,"dry weight, average of 5 samples",RB,0.403077129,mg/cm2
12,0.031420881,Epiphyte_biomass,BodegaHarbor_bed_GD,Best and Stachowicz 2014,2009,2010,epiphytes,"dry weight, average of 5 samples",RB,0.194809192,mg/cm2
3,0.050670641,Amphipods,BodegaHarbor_bed_GD,Best and Stachowicz 2014,2009,2010,grazer,average of 5 samples,RB,6.8,count
5,0.076005961,Amphipods,BodegaHarbor_bed_GD,Best and Stachowicz 2014,2009,2010,grazer,average of 5 samples,RB,10.2,count
7,0.333084948,Amphipods,BodegaHarbor_bed_GD,Best and Stachowicz 2014,2009,2010,grazer,average of 5 samples,RB,44.7,count
9,0.0804769,Amphipods,BodegaHarbor_bed_GD,Best and Stachowicz 2014,2009,2010,grazer,average of 5 samples,RB,10.8,count
12,0.105812221,Amphipods,BodegaHarbor_bed_GD,Best and Stachowicz 2014,2009,2010,grazer,average of 5 samples,RB,14.2,count
3,0.018691589,Isopods,BodegaHarbor_bed_GD,Best and Stachowicz 2014,2009,2010,grazer,average of 5 samples,RB,0.6,count
5,0.024922118,Isopods,BodegaHarbor_bed_GD,Best and Stachowicz 2014,2009,2010,grazer,average of 5 samples,RB,0.8,count
7,0.161993769,Isopods,BodegaHarbor_bed_GD,Best and Stachowicz 2014,2009,2010,grazer,average of 5 samples,RB,5.2,count
9,0.152647975,Isopods,BodegaHarbor_bed_GD,Best and Stachowicz 2014,2009,2010,grazer,average of 5 samples,RB,4.9,count
12,0.118380062,Isopods,BodegaHarbor_bed_GD,Best and Stachowicz 2014,2009,2010,grazer,average of 5 samples,RB,3.8,count
3,0.004796163,Macrophyte_consumers,BodegaHarbor_bed_GD,Best and Stachowicz 2014,2009,2010,grazer,"average of 5 samples, Ampithoe lacertosa + Idotea resecata",RB,0.2,count
5,0.009592326,Macrophyte_consumers,BodegaHarbor_bed_GD,Best and Stachowicz 2014,2009,2010,grazer,"average of 5 samples, Ampithoe lacertosa + Idotea resecata",RB,0.4,count
7,0.038369305,Macrophyte_consumers,BodegaHarbor_bed_GD,Best and Stachowicz 2014,2009,2010,grazer,"average of 5 samples, Ampithoe lacertosa + Idotea resecata",RB,1.6,count
9,0.014388489,Macrophyte_consumers,BodegaHarbor_bed_GD,Best and Stachowicz 2014,2009,2010,grazer,"average of 5 samples, Ampithoe lacertosa + Idotea resecata",RB,0.6,count
12,0.038369305,Macrophyte_consumers,BodegaHarbor_bed_GD,Best and Stachowicz 2014,2009,2010,grazer,"average of 5 samples, Ampithoe lacertosa + Idotea resecata",RB,1.6,count
3,1,Phyllaplysia,BodegaHarbor_bed_GD,Best and Stachowicz 2014,2009,2010,grazer,average of 5 samples,RB,4.8,count
5,0.25,Phyllaplysia,BodegaHarbor_bed_GD,Best and Stachowicz 2014,2009,2010,grazer,average of 5 samples,RB,1.2,count
7,0.6875,Phyllaplysia,BodegaHarbor_bed_GD,Best and Stachowicz 2014,2009,2010,grazer,average of 5 samples,RB,3.3,count
9,0.354166667,Phyllaplysia,BodegaHarbor_bed_GD,Best and Stachowicz 2014,2009,2010,grazer,average of 5 samples,RB,1.7,count
12,0,Phyllaplysia,BodegaHarbor_bed_GD,Best and Stachowicz 2014,2009,2010,grazer,average of 5 samples,RB,0,count
3,0.145454545,Shrimp,BodegaHarbor_bed_GD,Best and Stachowicz 2014,2009,2010,grazer,average of 5 samples,RB,6.4,count
5,0.004545455,Shrimp,BodegaHarbor_bed_GD,Best and Stachowicz 2014,2009,2010,grazer,average of 5 samples,RB,0.2,count
7,0.111363636,Shrimp,BodegaHarbor_bed_GD,Best and Stachowicz 2014,2009,2010,grazer,average of 5 samples,RB,4.9,count
9,0.1,Shrimp,BodegaHarbor_bed_GD,Best and Stachowicz 2014,2009,2010,grazer,average of 5 samples,RB,4.4,count
12,0.059090909,Shrimp,BodegaHarbor_bed_GD,Best and Stachowicz 2014,2009,2010,grazer,average of 5 samples,RB,2.6,count
3,0,Ulva_biomass,BodegaHarbor_bed_GD,Best and Stachowicz 2014,2009,2010,macroalgae,"dry weight, average of 5 samples",RB,0,g
5,0,Ulva_biomass,BodegaHarbor_bed_GD,Best and Stachowicz 2014,2009,2010,macroalgae,"dry weight, average of 5 samples",RB,0,g
7,0,Ulva_biomass,BodegaHarbor_bed_GD,Best and Stachowicz 2014,2009,2010,macroalgae,"dry weight, average of 5 samples",RB,0,g
9,0,Ulva_biomass,BodegaHarbor_bed_GD,Best and Stachowicz 2014,2009,2010,macroalgae,"dry weight, average of 5 samples",RB,0,g
12,0,Ulva_biomass,BodegaHarbor_bed_GD,Best and Stachowicz 2014,2009,2010,macroalgae,"dry weight, average of 5 samples",RB,0,g
3,0,Zost_Flowering_biomass,BodegaHarbor_bed_GD,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,0,g
5,0.244684685,Zost_Flowering_biomass,BodegaHarbor_bed_GD,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,1.358,g
7,1,Zost_Flowering_biomass,BodegaHarbor_bed_GD,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,5.55,g
9,0.056216216,Zost_Flowering_biomass,BodegaHarbor_bed_GD,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,0.312,g
12,0,Zost_Flowering_biomass,BodegaHarbor_bed_GD,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,0,g
3,0,Zost_Flowering_Shoots,BodegaHarbor_bed_GD,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,0,count
5,0.048543689,Zost_Flowering_Shoots,BodegaHarbor_bed_GD,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,1,count
7,0.208737864,Zost_Flowering_Shoots,BodegaHarbor_bed_GD,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,4.3,count
9,0.067961165,Zost_Flowering_Shoots,BodegaHarbor_bed_GD,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,1.4,count
12,0,Zost_Flowering_Shoots,BodegaHarbor_bed_GD,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,0,count
3,0.071325725,Zost_Total_biomass,BodegaHarbor_bed_GD,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,3.582,g
5,0.223893481,Zost_Total_biomass,BodegaHarbor_bed_GD,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,11.244,g
7,0.423261027,Zost_Total_biomass,BodegaHarbor_bed_GD,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,21.2563,g
9,0.230494396,Zost_Total_biomass,BodegaHarbor_bed_GD,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,11.5755,g
12,0.07420902,Zost_Total_biomass,BodegaHarbor_bed_GD,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,3.7268,g
3,0.458646617,Zost_Total_Shoots,BodegaHarbor_bed_GD,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,12.2,count
5,0.977443609,Zost_Total_Shoots,BodegaHarbor_bed_GD,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,26,count
7,0.593984962,Zost_Total_Shoots,BodegaHarbor_bed_GD,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,15.8,count
9,0.718045113,Zost_Total_Shoots,BodegaHarbor_bed_GD,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,19.1,count
12,0.488721805,Zost_Total_Shoots,BodegaHarbor_bed_GD,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,13,count
3,0.127437029,Zost_Veg_biomass,BodegaHarbor_bed_GD,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,3.582,g
5,0.351714814,Zost_Veg_biomass,BodegaHarbor_bed_GD,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,9.886,g
7,0.48669418,Zost_Veg_biomass,BodegaHarbor_bed_GD,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,13.68,g
9,0.586238793,Zost_Veg_biomass,BodegaHarbor_bed_GD,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,16.478,g
12,0.132588587,Zost_Veg_biomass,BodegaHarbor_bed_GD,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,3.7268,g
3,0.458646617,Zost_Veg_Shoots,BodegaHarbor_bed_GD,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,12.2,count
5,0.939849624,Zost_Veg_Shoots,BodegaHarbor_bed_GD,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,25,count
7,0.432330827,Zost_Veg_Shoots,BodegaHarbor_bed_GD,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,11.5,count
9,0.665413534,Zost_Veg_Shoots,BodegaHarbor_bed_GD,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,17.7,count
12,0.488721805,Zost_Veg_Shoots,BodegaHarbor_bed_GD,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,13,count
3,1,Epiphyte_biomass,BodegaHarbor_bed_GF,Best and Stachowicz 2014,2009,2010,epiphytes,"dry weight, average of 5 samples",RB,6.199991304,mg/cm2
5,0.554938968,Epiphyte_biomass,BodegaHarbor_bed_GF,Best and Stachowicz 2014,2009,2010,epiphytes,"dry weight, average of 5 samples",RB,3.440616777,mg/cm2
7,0.037617789,Epiphyte_biomass,BodegaHarbor_bed_GF,Best and Stachowicz 2014,2009,2010,epiphytes,"dry weight, average of 5 samples",RB,0.233229963,mg/cm2
9,0.204744395,Epiphyte_biomass,BodegaHarbor_bed_GF,Best and Stachowicz 2014,2009,2010,epiphytes,"dry weight, average of 5 samples",RB,1.269413466,mg/cm2
12,0.01564852,Epiphyte_biomass,BodegaHarbor_bed_GF,Best and Stachowicz 2014,2009,2010,epiphytes,"dry weight, average of 5 samples",RB,0.097020689,mg/cm2
3,0.090909091,Amphipods,BodegaHarbor_bed_GF,Best and Stachowicz 2014,2009,2010,grazer,average of 5 samples,RB,12.2,count
5,0.153502235,Amphipods,BodegaHarbor_bed_GF,Best and Stachowicz 2014,2009,2010,grazer,average of 5 samples,RB,20.6,count
7,0.420268256,Amphipods,BodegaHarbor_bed_GF,Best and Stachowicz 2014,2009,2010,grazer,average of 5 samples,RB,56.4,count
9,0.564828614,Amphipods,BodegaHarbor_bed_GF,Best and Stachowicz 2014,2009,2010,grazer,average of 5 samples,RB,75.8,count
12,0.233979136,Amphipods,BodegaHarbor_bed_GF,Best and Stachowicz 2014,2009,2010,grazer,average of 5 samples,RB,31.4,count
3,0.012461059,Isopods,BodegaHarbor_bed_GF,Best and Stachowicz 2014,2009,2010,grazer,average of 5 samples,RB,0.4,count
5,0.00623053,Isopods,BodegaHarbor_bed_GF,Best and Stachowicz 2014,2009,2010,grazer,average of 5 samples,RB,0.2,count
7,0.074766355,Isopods,BodegaHarbor_bed_GF,Best and Stachowicz 2014,2009,2010,grazer,average of 5 samples,RB,2.4,count
9,0.183800623,Isopods,BodegaHarbor_bed_GF,Best and Stachowicz 2014,2009,2010,grazer,average of 5 samples,RB,5.9,count
12,0.199376947,Isopods,BodegaHarbor_bed_GF,Best and Stachowicz 2014,2009,2010,grazer,average of 5 samples,RB,6.4,count
3,0.019184652,Macrophyte_consumers,BodegaHarbor_bed_GF,Best and Stachowicz 2014,2009,2010,grazer,"average of 5 samples, Ampithoe lacertosa + Idotea resecata",RB,0.8,count
5,0.110311751,Macrophyte_consumers,BodegaHarbor_bed_GF,Best and Stachowicz 2014,2009,2010,grazer,"average of 5 samples, Ampithoe lacertosa + Idotea resecata",RB,4.6,count
7,0.206235012,Macrophyte_consumers,BodegaHarbor_bed_GF,Best and Stachowicz 2014,2009,2010,grazer,"average of 5 samples, Ampithoe lacertosa + Idotea resecata",RB,8.6,count
9,0.386091127,Macrophyte_consumers,BodegaHarbor_bed_GF,Best and Stachowicz 2014,2009,2010,grazer,"average of 5 samples, Ampithoe lacertosa + Idotea resecata",RB,16.1,count
12,0.431654676,Macrophyte_consumers,BodegaHarbor_bed_GF,Best and Stachowicz 2014,2009,2010,grazer,"average of 5 samples, Ampithoe lacertosa + Idotea resecata",RB,18,count
3,0,Phyllaplysia,BodegaHarbor_bed_GF,Best and Stachowicz 2014,2009,2010,grazer,average of 5 samples,RB,0,count
5,0,Phyllaplysia,BodegaHarbor_bed_GF,Best and Stachowicz 2014,2009,2010,grazer,average of 5 samples,RB,0,count
