rownum,month,relative.value,variable,site,ref,year.start,year.end,trophic.grp,notes,data.entered.by,X11,X12
445,6,NA,Ulva_biomass,BodegaHarbor_bed_GF,NA,NA,NA,NA,NA,NA,NA,NA
446,7,0.829889965,Ulva_biomass,BodegaHarbor_bed_GF,Best and Stachowicz 2014,2009,2010,macroalgae,"dry weight, average of 5 samples",RB,4.3382,g
447,8,NA,Ulva_biomass,BodegaHarbor_bed_GF,NA,NA,NA,NA,NA,NA,NA,NA
448,9,0.039598733,Ulva_biomass,BodegaHarbor_bed_GF,Best and Stachowicz 2014,2009,2010,macroalgae,"dry weight, average of 5 samples",RB,0.207,g
449,10,NA,Ulva_biomass,BodegaHarbor_bed_GF,NA,NA,NA,NA,NA,NA,NA,NA
450,11,NA,Ulva_biomass,BodegaHarbor_bed_GF,NA,NA,NA,NA,NA,NA,NA,NA
451,12,0,Ulva_biomass,BodegaHarbor_bed_GF,Best and Stachowicz 2014,2009,2010,macroalgae,"dry weight, average of 5 samples",RB,0,g
452,1,NA,Ulva_biomass,BodegaHarbor_bed_GG,NA,NA,NA,NA,NA,NA,NA,NA
453,2,NA,Ulva_biomass,BodegaHarbor_bed_GG,NA,NA,NA,NA,NA,NA,NA,NA
454,3,0,Ulva_biomass,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,macroalgae,"dry weight, average of 5 samples",RB,0,g
455,4,NA,Ulva_biomass,BodegaHarbor_bed_GG,NA,NA,NA,NA,NA,NA,NA,NA
456,5,0,Ulva_biomass,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,macroalgae,"dry weight, average of 5 samples",RB,0,g
457,6,NA,Ulva_biomass,BodegaHarbor_bed_GG,NA,NA,NA,NA,NA,NA,NA,NA
458,7,0.346708905,Ulva_biomass,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,macroalgae,"dry weight, average of 5 samples",RB,1.8124,g
459,8,NA,Ulva_biomass,BodegaHarbor_bed_GG,NA,NA,NA,NA,NA,NA,NA,NA
460,9,0,Ulva_biomass,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,macroalgae,"dry weight, average of 5 samples",RB,0,g
461,10,NA,Ulva_biomass,BodegaHarbor_bed_GG,NA,NA,NA,NA,NA,NA,NA,NA
462,11,NA,Ulva_biomass,BodegaHarbor_bed_GG,NA,NA,NA,NA,NA,NA,NA,NA
463,12,0,Ulva_biomass,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,macroalgae,"dry weight, average of 5 samples",RB,0,g
464,1,NA,Zost_Flowering_Shoots,BodegaHarbor_bed_GA,NA,NA,NA,NA,NA,NA,NA,NA
465,2,NA,Zost_Flowering_Shoots,BodegaHarbor_bed_GA,NA,NA,NA,NA,NA,NA,NA,NA
466,3,0,Zost_Flowering_Shoots,BodegaHarbor_bed_GA,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,0,count
467,4,NA,Zost_Flowering_Shoots,BodegaHarbor_bed_GA,NA,NA,NA,NA,NA,NA,NA,NA
468,5,0.009708738,Zost_Flowering_Shoots,BodegaHarbor_bed_GA,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,0.2,count
469,6,NA,Zost_Flowering_Shoots,BodegaHarbor_bed_GA,NA,NA,NA,NA,NA,NA,NA,NA
470,7,0.223300971,Zost_Flowering_Shoots,BodegaHarbor_bed_GA,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,4.6,count
471,8,NA,Zost_Flowering_Shoots,BodegaHarbor_bed_GA,NA,NA,NA,NA,NA,NA,NA,NA
472,9,0.077669903,Zost_Flowering_Shoots,BodegaHarbor_bed_GA,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,1.6,count
473,10,NA,Zost_Flowering_Shoots,BodegaHarbor_bed_GA,NA,NA,NA,NA,NA,NA,NA,NA
474,11,NA,Zost_Flowering_Shoots,BodegaHarbor_bed_GA,NA,NA,NA,NA,NA,NA,NA,NA
475,12,0,Zost_Flowering_Shoots,BodegaHarbor_bed_GA,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,0,count
476,1,NA,Zost_Flowering_Shoots,BodegaHarbor_bed_GB,NA,NA,NA,NA,NA,NA,NA,NA
477,2,NA,Zost_Flowering_Shoots,BodegaHarbor_bed_GB,NA,NA,NA,NA,NA,NA,NA,NA
478,3,0,Zost_Flowering_Shoots,BodegaHarbor_bed_GB,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,0,count
479,4,NA,Zost_Flowering_Shoots,BodegaHarbor_bed_GB,NA,NA,NA,NA,NA,NA,NA,NA
480,5,0,Zost_Flowering_Shoots,BodegaHarbor_bed_GB,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,0,count
481,6,NA,Zost_Flowering_Shoots,BodegaHarbor_bed_GB,NA,NA,NA,NA,NA,NA,NA,NA
482,7,0.106796117,Zost_Flowering_Shoots,BodegaHarbor_bed_GB,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,2.2,count
483,8,NA,Zost_Flowering_Shoots,BodegaHarbor_bed_GB,NA,NA,NA,NA,NA,NA,NA,NA
484,9,0.160194175,Zost_Flowering_Shoots,BodegaHarbor_bed_GB,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,3.3,count
485,10,NA,Zost_Flowering_Shoots,BodegaHarbor_bed_GB,NA,NA,NA,NA,NA,NA,NA,NA
486,11,NA,Zost_Flowering_Shoots,BodegaHarbor_bed_GB,NA,NA,NA,NA,NA,NA,NA,NA
487,12,0,Zost_Flowering_Shoots,BodegaHarbor_bed_GB,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,0,count
488,1,NA,Zost_Flowering_Shoots,BodegaHarbor_bed_GD,NA,NA,NA,NA,NA,NA,NA,NA
489,2,NA,Zost_Flowering_Shoots,BodegaHarbor_bed_GD,NA,NA,NA,NA,NA,NA,NA,NA
490,3,0,Zost_Flowering_Shoots,BodegaHarbor_bed_GD,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,0,count
491,4,NA,Zost_Flowering_Shoots,BodegaHarbor_bed_GD,NA,NA,NA,NA,NA,NA,NA,NA
492,5,0.048543689,Zost_Flowering_Shoots,BodegaHarbor_bed_GD,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,1,count
493,6,NA,Zost_Flowering_Shoots,BodegaHarbor_bed_GD,NA,NA,NA,NA,NA,NA,NA,NA
494,7,0.208737864,Zost_Flowering_Shoots,BodegaHarbor_bed_GD,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,4.3,count
495,8,NA,Zost_Flowering_Shoots,BodegaHarbor_bed_GD,NA,NA,NA,NA,NA,NA,NA,NA
496,9,0.067961165,Zost_Flowering_Shoots,BodegaHarbor_bed_GD,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,1.4,count
497,10,NA,Zost_Flowering_Shoots,BodegaHarbor_bed_GD,NA,NA,NA,NA,NA,NA,NA,NA
498,11,NA,Zost_Flowering_Shoots,BodegaHarbor_bed_GD,NA,NA,NA,NA,NA,NA,NA,NA
499,12,0,Zost_Flowering_Shoots,BodegaHarbor_bed_GD,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,0,count
500,1,NA,Zost_Flowering_Shoots,BodegaHarbor_bed_GF,NA,NA,NA,NA,NA,NA,NA,NA
501,2,NA,Zost_Flowering_Shoots,BodegaHarbor_bed_GF,NA,NA,NA,NA,NA,NA,NA,NA
502,3,0.009708738,Zost_Flowering_Shoots,BodegaHarbor_bed_GF,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,0.2,count
503,4,NA,Zost_Flowering_Shoots,BodegaHarbor_bed_GF,NA,NA,NA,NA,NA,NA,NA,NA
504,5,0.019417476,Zost_Flowering_Shoots,BodegaHarbor_bed_GF,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,0.4,count
505,6,NA,Zost_Flowering_Shoots,BodegaHarbor_bed_GF,NA,NA,NA,NA,NA,NA,NA,NA
506,7,0.538834951,Zost_Flowering_Shoots,BodegaHarbor_bed_GF,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,11.1,count
507,8,NA,Zost_Flowering_Shoots,BodegaHarbor_bed_GF,NA,NA,NA,NA,NA,NA,NA,NA
508,9,0.106796117,Zost_Flowering_Shoots,BodegaHarbor_bed_GF,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,2.2,count
509,10,NA,Zost_Flowering_Shoots,BodegaHarbor_bed_GF,NA,NA,NA,NA,NA,NA,NA,NA
510,11,NA,Zost_Flowering_Shoots,BodegaHarbor_bed_GF,NA,NA,NA,NA,NA,NA,NA,NA
511,12,0,Zost_Flowering_Shoots,BodegaHarbor_bed_GF,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,0,count
512,1,NA,Zost_Flowering_Shoots,BodegaHarbor_bed_GG,NA,NA,NA,NA,NA,NA,NA,NA
513,2,NA,Zost_Flowering_Shoots,BodegaHarbor_bed_GG,NA,NA,NA,NA,NA,NA,NA,NA
514,3,0,Zost_Flowering_Shoots,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,0,count
515,4,NA,Zost_Flowering_Shoots,BodegaHarbor_bed_GG,NA,NA,NA,NA,NA,NA,NA,NA
516,5,0.087378641,Zost_Flowering_Shoots,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,1.8,count
517,6,NA,Zost_Flowering_Shoots,BodegaHarbor_bed_GG,NA,NA,NA,NA,NA,NA,NA,NA
518,7,1,Zost_Flowering_Shoots,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,20.6,count
519,8,NA,Zost_Flowering_Shoots,BodegaHarbor_bed_GG,NA,NA,NA,NA,NA,NA,NA,NA
520,9,0.052184466,Zost_Flowering_Shoots,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,1.075,count
521,10,NA,Zost_Flowering_Shoots,BodegaHarbor_bed_GG,NA,NA,NA,NA,NA,NA,NA,NA
522,11,NA,Zost_Flowering_Shoots,BodegaHarbor_bed_GG,NA,NA,NA,NA,NA,NA,NA,NA
523,12,0,Zost_Flowering_Shoots,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,0,count
524,1,NA,Zost_Flowering_biomass,BodegaHarbor_bed_GA,NA,NA,NA,NA,NA,NA,NA,NA
525,2,NA,Zost_Flowering_biomass,BodegaHarbor_bed_GA,NA,NA,NA,NA,NA,NA,NA,NA
526,3,0,Zost_Flowering_biomass,BodegaHarbor_bed_GA,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,0,g
527,4,NA,Zost_Flowering_biomass,BodegaHarbor_bed_GA,NA,NA,NA,NA,NA,NA,NA,NA
528,5,0.046126126,Zost_Flowering_biomass,BodegaHarbor_bed_GA,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,0.256,g
529,6,NA,Zost_Flowering_biomass,BodegaHarbor_bed_GA,NA,NA,NA,NA,NA,NA,NA,NA
530,7,0.218018018,Zost_Flowering_biomass,BodegaHarbor_bed_GA,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,1.21,g
531,8,NA,Zost_Flowering_biomass,BodegaHarbor_bed_GA,NA,NA,NA,NA,NA,NA,NA,NA
532,9,0.033153153,Zost_Flowering_biomass,BodegaHarbor_bed_GA,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,0.184,g
533,10,NA,Zost_Flowering_biomass,BodegaHarbor_bed_GA,NA,NA,NA,NA,NA,NA,NA,NA
534,11,NA,Zost_Flowering_biomass,BodegaHarbor_bed_GA,NA,NA,NA,NA,NA,NA,NA,NA
535,12,0,Zost_Flowering_biomass,BodegaHarbor_bed_GA,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,0,g
536,1,NA,Zost_Flowering_biomass,BodegaHarbor_bed_GB,NA,NA,NA,NA,NA,NA,NA,NA
537,2,NA,Zost_Flowering_biomass,BodegaHarbor_bed_GB,NA,NA,NA,NA,NA,NA,NA,NA
538,3,0,Zost_Flowering_biomass,BodegaHarbor_bed_GB,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,0,g
539,4,NA,Zost_Flowering_biomass,BodegaHarbor_bed_GB,NA,NA,NA,NA,NA,NA,NA,NA
540,5,0,Zost_Flowering_biomass,BodegaHarbor_bed_GB,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,0,g
541,6,NA,Zost_Flowering_biomass,BodegaHarbor_bed_GB,NA,NA,NA,NA,NA,NA,NA,NA
542,7,0.139459459,Zost_Flowering_biomass,BodegaHarbor_bed_GB,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,0.774,g
543,8,NA,Zost_Flowering_biomass,BodegaHarbor_bed_GB,NA,NA,NA,NA,NA,NA,NA,NA
544,9,0.007927928,Zost_Flowering_biomass,BodegaHarbor_bed_GB,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,0.044,g
545,10,NA,Zost_Flowering_biomass,BodegaHarbor_bed_GB,NA,NA,NA,NA,NA,NA,NA,NA
546,11,NA,Zost_Flowering_biomass,BodegaHarbor_bed_GB,NA,NA,NA,NA,NA,NA,NA,NA
547,12,0,Zost_Flowering_biomass,BodegaHarbor_bed_GB,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,0,g
548,1,NA,Zost_Flowering_biomass,BodegaHarbor_bed_GD,NA,NA,NA,NA,NA,NA,NA,NA
549,2,NA,Zost_Flowering_biomass,BodegaHarbor_bed_GD,NA,NA,NA,NA,NA,NA,NA,NA
550,3,0,Zost_Flowering_biomass,BodegaHarbor_bed_GD,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,0,g
551,4,NA,Zost_Flowering_biomass,BodegaHarbor_bed_GD,NA,NA,NA,NA,NA,NA,NA,NA
552,5,0.244684685,Zost_Flowering_biomass,BodegaHarbor_bed_GD,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,1.358,g
553,6,NA,Zost_Flowering_biomass,BodegaHarbor_bed_GD,NA,NA,NA,NA,NA,NA,NA,NA
554,7,1,Zost_Flowering_biomass,BodegaHarbor_bed_GD,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,5.55,g
555,8,NA,Zost_Flowering_biomass,BodegaHarbor_bed_GD,NA,NA,NA,NA,NA,NA,NA,NA
556,9,0.056216216,Zost_Flowering_biomass,BodegaHarbor_bed_GD,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,0.312,g
557,10,NA,Zost_Flowering_biomass,BodegaHarbor_bed_GD,NA,NA,NA,NA,NA,NA,NA,NA
558,11,NA,Zost_Flowering_biomass,BodegaHarbor_bed_GD,NA,NA,NA,NA,NA,NA,NA,NA
559,12,0,Zost_Flowering_biomass,BodegaHarbor_bed_GD,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,0,g
560,1,NA,Zost_Flowering_biomass,BodegaHarbor_bed_GF,NA,NA,NA,NA,NA,NA,NA,NA
561,2,NA,Zost_Flowering_biomass,BodegaHarbor_bed_GF,NA,NA,NA,NA,NA,NA,NA,NA
562,3,0.006018018,Zost_Flowering_biomass,BodegaHarbor_bed_GF,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,0.0334,g
563,4,NA,Zost_Flowering_biomass,BodegaHarbor_bed_GF,NA,NA,NA,NA,NA,NA,NA,NA
564,5,0.076396396,Zost_Flowering_biomass,BodegaHarbor_bed_GF,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,0.424,g
565,6,NA,Zost_Flowering_biomass,BodegaHarbor_bed_GF,NA,NA,NA,NA,NA,NA,NA,NA
566,7,0.304504505,Zost_Flowering_biomass,BodegaHarbor_bed_GF,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,1.69,g
567,8,NA,Zost_Flowering_biomass,BodegaHarbor_bed_GF,NA,NA,NA,NA,NA,NA,NA,NA
568,9,0.023063063,Zost_Flowering_biomass,BodegaHarbor_bed_GF,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,0.128,g
569,10,NA,Zost_Flowering_biomass,BodegaHarbor_bed_GF,NA,NA,NA,NA,NA,NA,NA,NA
570,11,NA,Zost_Flowering_biomass,BodegaHarbor_bed_GF,NA,NA,NA,NA,NA,NA,NA,NA
571,12,0,Zost_Flowering_biomass,BodegaHarbor_bed_GF,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,0,g
572,1,NA,Zost_Flowering_biomass,BodegaHarbor_bed_GG,NA,NA,NA,NA,NA,NA,NA,NA
573,2,NA,Zost_Flowering_biomass,BodegaHarbor_bed_GG,NA,NA,NA,NA,NA,NA,NA,NA
574,3,0,Zost_Flowering_biomass,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,0,g
575,4,NA,Zost_Flowering_biomass,BodegaHarbor_bed_GG,NA,NA,NA,NA,NA,NA,NA,NA
576,5,0.268468468,Zost_Flowering_biomass,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,1.49,g
577,6,NA,Zost_Flowering_biomass,BodegaHarbor_bed_GG,NA,NA,NA,NA,NA,NA,NA,NA
578,7,0.658378378,Zost_Flowering_biomass,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,3.654,g
579,8,NA,Zost_Flowering_biomass,BodegaHarbor_bed_GG,NA,NA,NA,NA,NA,NA,NA,NA
580,9,0.197297297,Zost_Flowering_biomass,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,1.095,g
581,10,NA,Zost_Flowering_biomass,BodegaHarbor_bed_GG,NA,NA,NA,NA,NA,NA,NA,NA
582,11,NA,Zost_Flowering_biomass,BodegaHarbor_bed_GG,NA,NA,NA,NA,NA,NA,NA,NA
583,12,0,Zost_Flowering_biomass,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,0,g
584,1,NA,Zost_Total_Shoots,BodegaHarbor_bed_GA,NA,NA,NA,NA,NA,NA,NA,NA
585,2,NA,Zost_Total_Shoots,BodegaHarbor_bed_GA,NA,NA,NA,NA,NA,NA,NA,NA
586,3,0.406015038,Zost_Total_Shoots,BodegaHarbor_bed_GA,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,10.8,count
587,4,NA,Zost_Total_Shoots,BodegaHarbor_bed_GA,NA,NA,NA,NA,NA,NA,NA,NA
588,5,0.406015038,Zost_Total_Shoots,BodegaHarbor_bed_GA,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,10.8,count
589,6,NA,Zost_Total_Shoots,BodegaHarbor_bed_GA,NA,NA,NA,NA,NA,NA,NA,NA
590,7,0.672932331,Zost_Total_Shoots,BodegaHarbor_bed_GA,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,17.9,count
591,8,NA,Zost_Total_Shoots,BodegaHarbor_bed_GA,NA,NA,NA,NA,NA,NA,NA,NA
592,9,0.342105263,Zost_Total_Shoots,BodegaHarbor_bed_GA,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,9.1,count
593,10,NA,Zost_Total_Shoots,BodegaHarbor_bed_GA,NA,NA,NA,NA,NA,NA,NA,NA
594,11,NA,Zost_Total_Shoots,BodegaHarbor_bed_GA,NA,NA,NA,NA,NA,NA,NA,NA
595,12,0.263157895,Zost_Total_Shoots,BodegaHarbor_bed_GA,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,7,count
596,1,NA,Zost_Total_Shoots,BodegaHarbor_bed_GB,NA,NA,NA,NA,NA,NA,NA,NA
597,2,NA,Zost_Total_Shoots,BodegaHarbor_bed_GB,NA,NA,NA,NA,NA,NA,NA,NA
598,3,0.796992481,Zost_Total_Shoots,BodegaHarbor_bed_GB,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,21.2,count
599,4,NA,Zost_Total_Shoots,BodegaHarbor_bed_GB,NA,NA,NA,NA,NA,NA,NA,NA
600,5,0.962406015,Zost_Total_Shoots,BodegaHarbor_bed_GB,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,25.6,count
601,6,NA,Zost_Total_Shoots,BodegaHarbor_bed_GB,NA,NA,NA,NA,NA,NA,NA,NA
602,7,0.57518797,Zost_Total_Shoots,BodegaHarbor_bed_GB,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,15.3,count
603,8,NA,Zost_Total_Shoots,BodegaHarbor_bed_GB,NA,NA,NA,NA,NA,NA,NA,NA
604,9,0.815789474,Zost_Total_Shoots,BodegaHarbor_bed_GB,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,21.7,count
605,10,NA,Zost_Total_Shoots,BodegaHarbor_bed_GB,NA,NA,NA,NA,NA,NA,NA,NA
606,11,NA,Zost_Total_Shoots,BodegaHarbor_bed_GB,NA,NA,NA,NA,NA,NA,NA,NA
607,12,0.436090226,Zost_Total_Shoots,BodegaHarbor_bed_GB,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,11.6,count
608,1,NA,Zost_Total_Shoots,BodegaHarbor_bed_GD,NA,NA,NA,NA,NA,NA,NA,NA
609,2,NA,Zost_Total_Shoots,BodegaHarbor_bed_GD,NA,NA,NA,NA,NA,NA,NA,NA
610,3,0.458646617,Zost_Total_Shoots,BodegaHarbor_bed_GD,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,12.2,count
611,4,NA,Zost_Total_Shoots,BodegaHarbor_bed_GD,NA,NA,NA,NA,NA,NA,NA,NA
612,5,0.977443609,Zost_Total_Shoots,BodegaHarbor_bed_GD,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,26,count
613,6,NA,Zost_Total_Shoots,BodegaHarbor_bed_GD,NA,NA,NA,NA,NA,NA,NA,NA
614,7,0.593984962,Zost_Total_Shoots,BodegaHarbor_bed_GD,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,15.8,count
615,8,NA,Zost_Total_Shoots,BodegaHarbor_bed_GD,NA,NA,NA,NA,NA,NA,NA,NA
616,9,0.718045113,Zost_Total_Shoots,BodegaHarbor_bed_GD,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,19.1,count
617,10,NA,Zost_Total_Shoots,BodegaHarbor_bed_GD,NA,NA,NA,NA,NA,NA,NA,NA
618,11,NA,Zost_Total_Shoots,BodegaHarbor_bed_GD,NA,NA,NA,NA,NA,NA,NA,NA
619,12,0.488721805,Zost_Total_Shoots,BodegaHarbor_bed_GD,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,13,count
620,1,NA,Zost_Total_Shoots,BodegaHarbor_bed_GF,NA,NA,NA,NA,NA,NA,NA,NA
621,2,NA,Zost_Total_Shoots,BodegaHarbor_bed_GF,NA,NA,NA,NA,NA,NA,NA,NA
622,3,0.54887218,Zost_Total_Shoots,BodegaHarbor_bed_GF,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,14.6,count
623,4,NA,Zost_Total_Shoots,BodegaHarbor_bed_GF,NA,NA,NA,NA,NA,NA,NA,NA
624,5,0.744360902,Zost_Total_Shoots,BodegaHarbor_bed_GF,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,19.8,count
625,6,NA,Zost_Total_Shoots,BodegaHarbor_bed_GF,NA,NA,NA,NA,NA,NA,NA,NA
626,7,0.710526316,Zost_Total_Shoots,BodegaHarbor_bed_GF,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,18.9,count
627,8,NA,Zost_Total_Shoots,BodegaHarbor_bed_GF,NA,NA,NA,NA,NA,NA,NA,NA
628,9,0.560150376,Zost_Total_Shoots,BodegaHarbor_bed_GF,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,14.9,count
629,10,NA,Zost_Total_Shoots,BodegaHarbor_bed_GF,NA,NA,NA,NA,NA,NA,NA,NA
630,11,NA,Zost_Total_Shoots,BodegaHarbor_bed_GF,NA,NA,NA,NA,NA,NA,NA,NA
631,12,0.654135338,Zost_Total_Shoots,BodegaHarbor_bed_GF,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,17.4,count
632,1,NA,Zost_Total_Shoots,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,NA,NA
633,2,NA,Zost_Total_Shoots,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,NA,NA
634,3,0.736842105,Zost_Total_Shoots,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,19.6,count
635,4,NA,Zost_Total_Shoots,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,NA,NA
636,5,0.894736842,Zost_Total_Shoots,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,23.8,count
637,6,NA,Zost_Total_Shoots,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,NA,NA
638,7,0.834586466,Zost_Total_Shoots,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,22.2,count
639,8,NA,Zost_Total_Shoots,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,NA,NA
640,9,0.428571429,Zost_Total_Shoots,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,11.4,count
641,10,NA,Zost_Total_Shoots,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,NA,NA
642,11,NA,Zost_Total_Shoots,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,NA,NA
643,12,1,Zost_Total_Shoots,BodegaHarbor_bed_GG,Best and Stachowicz 2014,2009,2010,seagrass,average of 5 samples,RB,26.6,count
644,1,NA,Zost_Total_biomass,BodegaHarbor_bed_GA,NA,NA,NA,NA,NA,NA,NA,NA
645,2,NA,Zost_Total_biomass,BodegaHarbor_bed_GA,NA,NA,NA,NA,NA,NA,NA,NA
646,3,0.221476132,Zost_Total_biomass,BodegaHarbor_bed_GA,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,11.1226,g
647,4,NA,Zost_Total_biomass,BodegaHarbor_bed_GA,NA,NA,NA,NA,NA,NA,NA,NA
648,5,0.285024127,Zost_Total_biomass,BodegaHarbor_bed_GA,Best and Stachowicz 2014,2009,2010,seagrass,"dry weight, average of 5 samples",RB,14.314,g
649,6,NA,Zost_Total_biomass,BodegaHarbor_bed_GA,NA,NA,NA,NA,NA,NA,NA,NA
